journey_id,touchpoints,n_touches,converted,revenue,journey_days,first_channel,last_channel
1031,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,1,YouTube,Google Search
1032,[np.str_('Programmatic Display')],1,False,0.0,0,Programmatic Display,Programmatic Display
1033,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,True,1685.25,30,Meta Ads,Affiliate
1034,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,7,YouTube,Google Search
1035,[np.str_('Meta Ads')],1,True,1512.19,7,Meta Ads,Meta Ads
1036,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,0,Meta Ads,Google Search
1037,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Meta Ads')]",4,True,2901.66,0,YouTube,Meta Ads
1038,[np.str_('Programmatic Display')],1,True,1133.17,14,Programmatic Display,Programmatic Display
1039,"[np.str_('Programmatic Display'), np.str_('Affiliate'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads')]",5,False,0.0,30,Programmatic Display,Meta Ads
1040,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,True,871.19,30,Meta Ads,Google Search
1041,"[np.str_('Google Search'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search')]",4,True,1784.55,7,Google Search,Google Search
1042,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Google Search')]",3,True,2768.26,3,YouTube,Google Search
1043,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('YouTube')]",4,False,0.0,1,Programmatic Display,YouTube
1044,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,3,Programmatic Display,Affiliate
1045,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Google Search')]",3,True,2393.89,7,YouTube,Google Search
1046,[np.str_('Google Search')],1,True,1312.0,1,Google Search,Google Search
1047,"[np.str_('YouTube'), np.str_('Affiliate')]",2,True,2675.34,0,YouTube,Affiliate
1048,[np.str_('YouTube')],1,False,0.0,0,YouTube,YouTube
1049,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search')]",4,True,1664.07,3,Programmatic Display,Google Search
1050,[np.str_('YouTube')],1,False,0.0,0,YouTube,YouTube
1051,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",4,False,0.0,3,Google Search,Google Search
1052,"[np.str_('Affiliate'), np.str_('Google Search'), np.str_('Google Search')]",3,True,2588.81,1,Affiliate,Google Search
1053,[np.str_('Meta Ads')],1,False,0.0,14,Meta Ads,Meta Ads
1054,"[np.str_('YouTube'), np.str_('Affiliate'), np.str_('Google Search')]",3,True,1721.26,0,YouTube,Google Search
1055,"[np.str_('YouTube'), np.str_('Affiliate')]",2,True,2282.93,7,YouTube,Affiliate
1056,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
1057,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,2166.82,0,Meta Ads,Affiliate
1058,"[np.str_('Google Search'), np.str_('YouTube'), np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Affiliate')]",5,True,1905.81,7,Google Search,Affiliate
1059,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('YouTube')]",3,False,0.0,0,Meta Ads,YouTube
1060,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Affiliate')]",3,True,2500.51,7,Meta Ads,Affiliate
1061,[np.str_('Programmatic Display')],1,True,1373.71,0,Programmatic Display,Programmatic Display
1062,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,False,0.0,7,Meta Ads,Affiliate
1063,[np.str_('YouTube')],1,False,0.0,1,YouTube,YouTube
1064,"[np.str_('Google Search'), np.str_('YouTube'), np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Google Search')]",5,False,0.0,1,Google Search,Google Search
1065,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search'), np.str_('Meta Ads')]",4,True,1760.51,7,YouTube,Meta Ads
1066,[np.str_('Google Search')],1,False,0.0,7,Google Search,Google Search
1067,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('YouTube')]",3,False,0.0,30,YouTube,YouTube
1068,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,1,YouTube,Affiliate
1069,"[np.str_('Google Search'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads')]",4,True,2642.4,3,Google Search,Meta Ads
1070,"[np.str_('Google Search'), np.str_('Affiliate')]",2,False,0.0,1,Google Search,Affiliate
1071,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,False,0.0,3,Programmatic Display,Meta Ads
1072,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",3,False,0.0,3,YouTube,Programmatic Display
1073,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",3,False,0.0,1,YouTube,Affiliate
1074,[np.str_('YouTube')],1,False,0.0,3,YouTube,YouTube
1075,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,3,YouTube,Google Search
1076,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,True,1212.72,3,YouTube,Meta Ads
1077,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,7,YouTube,Meta Ads
1078,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,3,YouTube,Google Search
1079,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,14,YouTube,Google Search
1080,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Affiliate'), np.str_('Google Search'), np.str_('Google Search')]",5,True,1595.11,3,Meta Ads,Google Search
1081,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,True,1788.83,7,Meta Ads,Affiliate
1082,"[np.str_('Programmatic Display'), np.str_('Affiliate'), np.str_('YouTube')]",3,True,1005.73,7,Programmatic Display,YouTube
1083,"[np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Affiliate')]",4,True,1511.95,3,Affiliate,Affiliate
1084,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search')]",3,False,0.0,0,Meta Ads,Google Search
1085,"[np.str_('Google Search'), np.str_('Meta Ads')]",2,False,0.0,1,Google Search,Meta Ads
1086,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,7,Programmatic Display,Affiliate
1087,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('YouTube')]",4,True,1655.15,3,YouTube,YouTube
1088,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Google Search')]",5,True,1921.18,14,YouTube,Google Search
1089,"[np.str_('Programmatic Display'), np.str_('Affiliate'), np.str_('Affiliate')]",3,True,1445.2,3,Programmatic Display,Affiliate
1090,[np.str_('Affiliate')],1,False,0.0,1,Affiliate,Affiliate
1091,"[np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('YouTube')]",3,False,0.0,7,Meta Ads,YouTube
1092,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,1,Meta Ads,Google Search
1093,[np.str_('Meta Ads')],1,True,1811.97,3,Meta Ads,Meta Ads
1094,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Programmatic Display')]",5,True,1774.75,14,Programmatic Display,Programmatic Display
1095,[np.str_('Meta Ads')],1,False,0.0,0,Meta Ads,Meta Ads
1096,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,1,YouTube,Meta Ads
1097,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",4,False,0.0,7,YouTube,Programmatic Display
1098,"[np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('Google Search'), np.str_('YouTube')]",4,False,0.0,0,Meta Ads,YouTube
1099,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",3,False,0.0,0,YouTube,Affiliate
1100,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
1101,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,True,1618.26,1,Meta Ads,Affiliate
1102,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Meta Ads')]",5,True,1235.66,3,YouTube,Meta Ads
1103,[np.str_('YouTube')],1,False,0.0,7,YouTube,YouTube
1104,"[np.str_('Google Search'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads')]",4,False,0.0,7,Google Search,Meta Ads
1105,"[np.str_('YouTube'), np.str_('YouTube')]",2,False,0.0,30,YouTube,YouTube
1106,[np.str_('YouTube')],1,True,2147.32,1,YouTube,YouTube
1107,[np.str_('Affiliate')],1,True,2219.91,1,Affiliate,Affiliate
1108,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Affiliate'), np.str_('Google Search')]",4,True,1519.76,7,Meta Ads,Google Search
1109,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads')]",4,False,0.0,1,Programmatic Display,Meta Ads
1110,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,0,YouTube,Affiliate
1111,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,0,Programmatic Display,Affiliate
1112,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,30,Meta Ads,Google Search
1113,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,False,0.0,1,Programmatic Display,Google Search
1114,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,True,1635.58,3,Meta Ads,Affiliate
1115,[np.str_('YouTube')],1,False,0.0,0,YouTube,YouTube
1116,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,False,0.0,14,Affiliate,Affiliate
1117,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search'), np.str_('YouTube'), np.str_('Affiliate')]",5,True,1484.74,7,Meta Ads,Affiliate
1118,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,7,Programmatic Display,Affiliate
1119,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,3,YouTube,Google Search
1120,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Meta Ads')]",3,False,0.0,0,Meta Ads,Meta Ads
1121,[np.str_('Meta Ads')],1,False,0.0,1,Meta Ads,Meta Ads
1122,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",4,False,0.0,1,Google Search,Google Search
1123,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,True,1610.09,3,Programmatic Display,Meta Ads
1124,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Meta Ads')]",3,False,0.0,3,Google Search,Meta Ads
1125,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Meta Ads')]",3,False,0.0,3,Programmatic Display,Meta Ads
1126,"[np.str_('Affiliate'), np.str_('Affiliate')]",2,True,1689.84,7,Affiliate,Affiliate
1127,"[np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,True,2700.03,14,Programmatic Display,Google Search
1128,"[np.str_('Google Search'), np.str_('Meta Ads'), np.str_('YouTube')]",3,True,1279.67,1,Google Search,YouTube
1129,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,1407.78,3,YouTube,Google Search
1130,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,False,0.0,7,Programmatic Display,Meta Ads
1131,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,True,1498.57,7,Meta Ads,Google Search
1132,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,3,YouTube,Google Search
1133,"[np.str_('Meta Ads'), np.str_('Affiliate')]",2,False,0.0,1,Meta Ads,Affiliate
1134,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Affiliate')]",4,True,2137.67,0,Programmatic Display,Affiliate
1135,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Meta Ads')]",3,False,0.0,7,YouTube,Meta Ads
1136,"[np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,False,0.0,7,Programmatic Display,Google Search
1137,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,14,Programmatic Display,Affiliate
1138,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,True,2325.95,7,Meta Ads,Google Search
1139,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Google Search')]",4,True,2619.94,0,Programmatic Display,Google Search
1140,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search')]",4,True,3018.93,7,Programmatic Display,Google Search
1141,"[np.str_('YouTube'), np.str_('Programmatic Display')]",2,False,0.0,1,YouTube,Programmatic Display
1142,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,1,Affiliate,Google Search
1143,[np.str_('Meta Ads')],1,False,0.0,3,Meta Ads,Meta Ads
1144,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate'), np.str_('YouTube'), np.str_('Google Search')]",5,True,1738.87,0,Meta Ads,Google Search
1145,[np.str_('Programmatic Display')],1,False,0.0,3,Programmatic Display,Programmatic Display
1146,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",5,False,0.0,14,Programmatic Display,Google Search
1147,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('YouTube')]",5,False,0.0,1,YouTube,YouTube
1148,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,False,0.0,30,Programmatic Display,Meta Ads
1149,[np.str_('Programmatic Display')],1,False,0.0,3,Programmatic Display,Programmatic Display
1150,"[np.str_('Meta Ads'), np.str_('YouTube')]",2,False,0.0,7,Meta Ads,YouTube
1151,"[np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Affiliate')]",4,True,1977.25,1,Meta Ads,Affiliate
1152,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Google Search')]",5,True,2098.0,3,Programmatic Display,Google Search
1153,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Google Search')]",3,True,2454.32,0,Meta Ads,Google Search
1154,[np.str_('Google Search')],1,False,0.0,0,Google Search,Google Search
1155,"[np.str_('Affiliate'), np.str_('YouTube')]",2,False,0.0,3,Affiliate,YouTube
1156,"[np.str_('Affiliate'), np.str_('Affiliate'), np.str_('Google Search')]",3,False,0.0,1,Affiliate,Google Search
1157,[np.str_('Meta Ads')],1,False,0.0,14,Meta Ads,Meta Ads
1158,[np.str_('Programmatic Display')],1,False,0.0,14,Programmatic Display,Programmatic Display
1159,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
1160,"[np.str_('Affiliate'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('YouTube')]",5,True,1990.14,3,Affiliate,YouTube
1161,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",3,False,0.0,7,YouTube,Programmatic Display
1162,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
1163,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Programmatic Display'), np.str_('Programmatic Display')]",4,True,2114.22,1,Meta Ads,Programmatic Display
1164,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,3,YouTube,Affiliate
1165,[np.str_('Meta Ads')],1,False,0.0,14,Meta Ads,Meta Ads
1166,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,1,YouTube,Google Search
1167,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,14,YouTube,Affiliate
1168,[np.str_('Programmatic Display')],1,True,1666.97,3,Programmatic Display,Programmatic Display
1169,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('YouTube'), np.str_('YouTube')]",4,False,0.0,0,Affiliate,YouTube
1170,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,True,933.37,3,Programmatic Display,Google Search
1171,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,14,YouTube,Google Search
1172,"[np.str_('Programmatic Display'), np.str_('Programmatic Display')]",2,True,1259.4,1,Programmatic Display,Programmatic Display
1173,[np.str_('Programmatic Display')],1,False,0.0,3,Programmatic Display,Programmatic Display
1174,"[np.str_('Affiliate'), np.str_('Google Search')]",2,True,1902.97,3,Affiliate,Google Search
1175,[np.str_('Programmatic Display')],1,False,0.0,7,Programmatic Display,Programmatic Display
1176,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,2796.71,3,Programmatic Display,Affiliate
1177,"[np.str_('Google Search'), np.str_('Affiliate')]",2,True,2354.77,14,Google Search,Affiliate
1178,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Meta Ads')]",3,True,1378.94,14,YouTube,Meta Ads
1179,[np.str_('Google Search')],1,False,0.0,3,Google Search,Google Search
1180,[np.str_('Google Search')],1,True,1719.3,7,Google Search,Google Search
1181,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('Affiliate')]",3,False,0.0,3,Affiliate,Affiliate
1182,"[np.str_('YouTube'), np.str_('YouTube')]",2,False,0.0,7,YouTube,YouTube
1183,"[np.str_('YouTube'), np.str_('Affiliate')]",2,True,1622.9,3,YouTube,Affiliate
1184,"[np.str_('Meta Ads'), np.str_('YouTube')]",2,False,0.0,0,Meta Ads,YouTube
1185,[np.str_('Meta Ads')],1,False,0.0,7,Meta Ads,Meta Ads
1186,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search')]",4,True,2988.07,1,Programmatic Display,Google Search
1187,"[np.str_('YouTube'), np.str_('YouTube')]",2,False,0.0,7,YouTube,YouTube
1188,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Google Search')]",4,False,0.0,7,Programmatic Display,Google Search
1189,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,True,1306.92,1,Programmatic Display,Affiliate
1190,"[np.str_('Google Search'), np.str_('Google Search')]",2,True,1789.83,14,Google Search,Google Search
1191,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,3,YouTube,Affiliate
1192,"[np.str_('Affiliate'), np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Affiliate')]",4,True,3066.95,1,Affiliate,Affiliate
1193,[np.str_('Meta Ads')],1,False,0.0,3,Meta Ads,Meta Ads
1194,"[np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('Google Search')]",3,True,1988.33,7,Programmatic Display,Google Search
1195,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Google Search')]",3,False,0.0,1,Programmatic Display,Google Search
1196,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,False,0.0,3,YouTube,Affiliate
1197,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads')]",4,True,2888.38,14,Programmatic Display,Meta Ads
1198,"[np.str_('Programmatic Display'), np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Affiliate')]",5,True,2172.54,1,Programmatic Display,Affiliate
1199,[np.str_('Programmatic Display')],1,False,0.0,3,Programmatic Display,Programmatic Display
1200,[np.str_('Programmatic Display')],1,True,1775.76,3,Programmatic Display,Programmatic Display
1201,"[np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Meta Ads')]",3,False,0.0,3,Meta Ads,Meta Ads
1202,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Affiliate')]",3,True,1097.19,0,YouTube,Affiliate
1203,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('YouTube'), np.str_('Affiliate')]",4,False,0.0,0,Meta Ads,Affiliate
1204,"[np.str_('Google Search'), np.str_('Google Search')]",2,True,2624.77,3,Google Search,Google Search
1205,"[np.str_('YouTube'), np.str_('Google Search')]",2,True,2482.41,3,YouTube,Google Search
1206,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,14,Affiliate,Google Search
1207,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search'), np.str_('YouTube')]",4,True,2117.75,14,YouTube,YouTube
1208,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,True,1459.79,14,Programmatic Display,Google Search
1209,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,True,1757.11,7,Programmatic Display,Meta Ads
1210,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",4,True,2625.01,1,Meta Ads,Programmatic Display
1211,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Meta Ads'), np.str_('Affiliate')]",4,False,0.0,7,Meta Ads,Affiliate
1212,[np.str_('Affiliate')],1,False,0.0,1,Affiliate,Affiliate
1213,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Affiliate')]",4,False,0.0,3,Programmatic Display,Affiliate
1214,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Google Search')]",3,False,0.0,3,Meta Ads,Google Search
1215,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,1,YouTube,Affiliate
1216,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Programmatic Display')]",3,False,0.0,1,YouTube,Programmatic Display
1217,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,7,YouTube,Affiliate
1218,"[np.str_('Affiliate'), np.str_('Affiliate')]",2,True,1785.55,3,Affiliate,Affiliate
1219,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,3,Programmatic Display,Google Search
1220,[np.str_('Google Search')],1,False,0.0,14,Google Search,Google Search
1221,"[np.str_('YouTube'), np.str_('Affiliate')]",2,True,2578.8,1,YouTube,Affiliate
1222,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,3,Programmatic Display,Affiliate
1223,[np.str_('YouTube')],1,False,0.0,0,YouTube,YouTube
1224,"[np.str_('Meta Ads'), np.str_('Google Search'), np.str_('Programmatic Display')]",3,False,0.0,14,Meta Ads,Programmatic Display
1225,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,30,YouTube,Google Search
1226,"[np.str_('YouTube'), np.str_('Affiliate'), np.str_('YouTube'), np.str_('Google Search')]",4,True,1089.11,3,YouTube,Google Search
1227,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,7,Programmatic Display,Affiliate
1228,"[np.str_('Google Search'), np.str_('YouTube')]",2,True,1840.63,1,Google Search,YouTube
1229,[np.str_('Meta Ads')],1,False,0.0,1,Meta Ads,Meta Ads
1230,"[np.str_('Google Search'), np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('YouTube')]",4,True,2156.33,0,Google Search,YouTube
1231,[np.str_('Meta Ads')],1,False,0.0,1,Meta Ads,Meta Ads
1232,[np.str_('Meta Ads')],1,True,2170.01,0,Meta Ads,Meta Ads
1233,[np.str_('Programmatic Display')],1,False,0.0,1,Programmatic Display,Programmatic Display
1234,"[np.str_('Affiliate'), np.str_('Meta Ads')]",2,True,1653.8,14,Affiliate,Meta Ads
1235,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,3,YouTube,Meta Ads
1236,[np.str_('YouTube')],1,False,0.0,1,YouTube,YouTube
1237,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,7,Meta Ads,Google Search
1238,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,2857.14,1,YouTube,Affiliate
1239,"[np.str_('Programmatic Display'), np.str_('Meta Ads')]",2,True,1654.06,1,Programmatic Display,Meta Ads
1240,"[np.str_('YouTube'), np.str_('Programmatic Display'), np.str_('Programmatic Display'), np.str_('Google Search')]",4,False,0.0,0,YouTube,Google Search
1241,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",5,True,2525.61,3,Programmatic Display,Programmatic Display
1242,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search')]",5,True,1537.48,7,YouTube,Google Search
1243,[np.str_('Meta Ads')],1,True,2264.76,14,Meta Ads,Meta Ads
1244,"[np.str_('Programmatic Display'), np.str_('Google Search')]",2,True,1356.97,7,Programmatic Display,Google Search
1245,"[np.str_('Affiliate'), np.str_('YouTube'), np.str_('Meta Ads')]",3,False,0.0,3,Affiliate,Meta Ads
1246,"[np.str_('Programmatic Display'), np.str_('Affiliate')]",2,False,0.0,14,Programmatic Display,Affiliate
1247,"[np.str_('YouTube'), np.str_('Affiliate')]",2,False,0.0,1,YouTube,Affiliate
1248,"[np.str_('Affiliate'), np.str_('Affiliate'), np.str_('Google Search')]",3,False,0.0,7,Affiliate,Google Search
1249,"[np.str_('Meta Ads'), np.str_('YouTube')]",2,False,0.0,1,Meta Ads,YouTube
1250,"[np.str_('Meta Ads'), np.str_('Google Search')]",2,False,0.0,7,Meta Ads,Google Search
1251,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search')]",3,True,1967.86,3,YouTube,Google Search
1252,"[np.str_('YouTube'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,3,YouTube,Google Search
1253,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Programmatic Display')]",3,True,1763.75,3,Programmatic Display,Programmatic Display
1254,[np.str_('Google Search')],1,False,0.0,1,Google Search,Google Search
1255,[np.str_('YouTube')],1,False,0.0,7,YouTube,YouTube
1256,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,3,YouTube,Meta Ads
1257,"[np.str_('YouTube'), np.str_('Meta Ads')]",2,False,0.0,1,YouTube,Meta Ads
1258,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Google Search')]",3,False,0.0,3,Programmatic Display,Google Search
1259,"[np.str_('Programmatic Display'), np.str_('Meta Ads'), np.str_('Google Search')]",3,False,0.0,1,Programmatic Display,Google Search
1260,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('Affiliate')]",3,True,1126.42,1,Programmatic Display,Affiliate
1261,"[np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Affiliate')]",3,True,1342.85,0,Meta Ads,Affiliate
1262,"[np.str_('YouTube'), np.str_('Meta Ads'), np.str_('Meta Ads'), np.str_('Google Search')]",4,False,0.0,0,YouTube,Google Search
1263,[np.str_('Meta Ads')],1,False,0.0,7,Meta Ads,Meta Ads
1264,"[np.str_('YouTube'), np.str_('Google Search'), np.str_('Google Search')]",3,False,0.0,3,YouTube,Google Search
1265,"[np.str_('Meta Ads'), np.str_('YouTube')]",2,False,0.0,3,Meta Ads,YouTube
1266,"[np.str_('YouTube'), np.str_('Google Search')]",2,False,0.0,1,YouTube,Google Search
1267,"[np.str_('Programmatic Display'), np.str_('YouTube'), np.str_('YouTube'), np.str_('YouTube')]",4,False,0.0,3,Programmatic Display,YouTube
