date,channel,spend,impressions,clicks,conversions,revenue,ctr,cvr,cpc,roas,cost_per_conversion,seasonality_factor,day_of_week,month,year,week_number,is_weekend,anomaly_type
2023-05-13,Google Search,4690.82,2293,146,5,11796.78,0.06367,0.03425,32.13,2.515,938.16,1.0,Saturday,5,2023,19,1,None
2023-05-13,Meta Ads,3291.5,6465,212,4,6773.2,0.03279,0.01887,15.53,2.058,822.88,1.0,Saturday,5,2023,19,1,None
2023-05-13,Programmatic Display,2663.36,62144,397,5,6514.5,0.00639,0.01259,6.71,2.446,532.67,1.0,Saturday,5,2023,19,1,None
2023-05-13,YouTube,1180.67,5312,56,1,1877.31,0.01054,0.01786,21.08,1.59,1180.67,1.0,Saturday,5,2023,19,1,None
2023-05-13,Affiliate,1560.23,62409,1889,85,81643.53,0.03027,0.045,0.83,52.328,18.36,1.0,Saturday,5,2023,19,1,None
2023-05-14,Google Search,4808.87,2351,155,5,7417.23,0.06593,0.03226,31.02,1.542,961.77,1.0,Sunday,5,2023,19,1,None
2023-05-14,Meta Ads,12710.77,24967,597,11,9041.18,0.02391,0.01843,21.29,0.711,1155.52,1.0,Sunday,5,2023,19,1,Budget Spike
2023-05-14,Programmatic Display,2186.26,51012,397,4,6698.34,0.00778,0.01008,5.51,3.064,546.56,1.0,Sunday,5,2023,19,1,None
2023-05-14,YouTube,1043.26,4694,59,0,0.0,0.01257,0.0,17.68,0.0,0.0,1.0,Sunday,5,2023,19,1,None
2023-05-14,Affiliate,834.76,33390,764,35,86746.5,0.02288,0.04581,1.09,103.918,23.85,1.0,Sunday,5,2023,19,1,None
2023-05-15,Google Search,6085.15,2974,188,10,13558.0,0.06321,0.05319,32.37,2.228,608.52,1.0,Monday,5,2023,20,0,None
2023-05-15,Meta Ads,3935.09,7729,245,7,9351.35,0.0317,0.02857,16.06,2.376,562.16,1.0,Monday,5,2023,20,0,None
2023-05-15,Programmatic Display,2162.51,50458,326,3,6242.71,0.00646,0.0092,6.63,2.887,720.84,1.0,Monday,5,2023,20,0,None
2023-05-15,YouTube,3298.73,14844,248,4,4469.15,0.01671,0.01613,13.3,1.355,824.68,1.0,Monday,5,2023,20,0,None
2023-05-15,Affiliate,1014.67,40586,1846,88,89182.25,0.04548,0.04767,0.55,87.893,11.53,1.0,Monday,5,2023,20,0,None
2023-05-16,Google Search,7171.37,3506,207,9,15483.03,0.05904,0.04348,34.64,2.159,796.82,1.0,Tuesday,5,2023,20,0,None
2023-05-16,Meta Ads,3450.4,6777,209,6,5224.11,0.03084,0.02871,16.51,1.514,575.07,1.0,Tuesday,5,2023,20,0,None
2023-05-16,Programmatic Display,3337.59,77877,331,2,3686.37,0.00425,0.00604,10.08,1.104,1668.8,1.0,Tuesday,5,2023,20,0,None
2023-05-16,YouTube,3352.74,15087,186,3,4777.53,0.01233,0.01613,18.03,1.425,1117.58,1.0,Tuesday,5,2023,20,0,None
2023-05-16,Affiliate,1367.56,54702,2007,109,256071.15,0.03669,0.05431,0.68,187.247,12.55,1.0,Tuesday,5,2023,20,0,None
2023-05-17,Google Search,4007.33,1959,133,5,9743.13,0.06789,0.03759,30.13,2.431,801.47,1.0,Wednesday,5,2023,20,0,None
2023-05-17,Meta Ads,4155.24,8162,215,4,9556.16,0.02634,0.0186,19.33,2.3,1038.81,1.0,Wednesday,5,2023,20,0,None
2023-05-17,Programmatic Display,2529.03,59010,288,1,1376.82,0.00488,0.00347,8.78,0.544,2529.03,1.0,Wednesday,5,2023,20,0,None
2023-05-17,YouTube,2388.93,10750,170,4,6271.83,0.01581,0.02353,14.05,2.625,597.23,1.0,Wednesday,5,2023,20,0,None
2023-05-17,Affiliate,1461.02,58440,1896,105,201754.71,0.03244,0.05538,0.77,138.092,13.91,1.0,Wednesday,5,2023,20,0,None
2023-05-18,Google Search,5699.1,2786,118,6,14393.14,0.04235,0.05085,48.3,2.526,949.85,1.0,Thursday,5,2023,20,0,None
2023-05-18,Meta Ads,5550.88,10903,272,5,5078.0,0.02495,0.01838,20.41,0.915,1110.18,1.0,Thursday,5,2023,20,0,None
2023-05-18,Programmatic Display,2708.01,63186,421,2,1799.12,0.00666,0.00475,6.43,0.664,1354.01,1.0,Thursday,5,2023,20,0,None
2023-05-18,YouTube,2734.43,12304,149,3,5155.42,0.01211,0.02013,18.35,1.885,911.48,1.0,Thursday,5,2023,20,0,None
2023-05-18,Affiliate,1133.19,45327,2141,119,155146.71,0.04723,0.05558,0.53,136.912,9.52,1.0,Thursday,5,2023,20,0,None
2023-05-19,Google Search,4523.18,2211,95,5,10418.64,0.04297,0.05263,47.61,2.303,904.64,1.0,Friday,5,2023,20,0,None
2023-05-19,Meta Ads,4486.33,8812,149,3,5613.47,0.01691,0.02013,30.11,1.251,1495.44,1.0,Friday,5,2023,20,0,None
2023-05-19,Programmatic Display,3528.07,82321,298,4,9802.39,0.00362,0.01342,11.84,2.778,882.02,1.0,Friday,5,2023,20,0,None
2023-05-19,YouTube,1937.63,8719,73,1,1677.68,0.00837,0.0137,26.54,0.866,1937.63,1.0,Friday,5,2023,20,0,None
2023-05-19,Affiliate,1888.44,75537,3345,260,217753.24,0.04428,0.07773,0.56,115.309,7.26,1.0,Friday,5,2023,20,0,None
2023-05-20,Google Search,6331.65,3095,224,8,8197.64,0.07237,0.03571,28.27,1.295,791.46,1.0,Saturday,5,2023,20,1,None
2023-05-20,Meta Ads,3156.21,6199,185,6,8708.8,0.02984,0.03243,17.06,2.759,526.03,1.0,Saturday,5,2023,20,1,None
2023-05-20,Programmatic Display,2042.57,47659,154,2,4409.56,0.00323,0.01299,13.26,2.159,1021.28,1.0,Saturday,5,2023,20,1,None
2023-05-20,YouTube,2206.41,9928,177,3,6400.47,0.01783,0.01695,12.47,2.901,735.47,1.0,Saturday,5,2023,20,1,None
2023-05-20,Affiliate,1438.92,57556,2805,172,314528.18,0.04874,0.06132,0.51,218.586,8.37,1.0,Saturday,5,2023,20,1,None
2023-05-21,Google Search,3605.82,1762,74,3,6294.83,0.042,0.04054,48.73,1.746,1201.94,1.0,Sunday,5,2023,20,1,None
2023-05-21,Meta Ads,3508.71,6892,218,3,4653.35,0.03163,0.01376,16.1,1.326,1169.57,1.0,Sunday,5,2023,20,1,None
2023-05-21,Programmatic Display,1586.6,37020,120,1,1669.9,0.00324,0.00833,13.22,1.053,1586.6,1.0,Sunday,5,2023,20,1,None
2023-05-21,YouTube,1679.29,7556,136,1,1659.68,0.018,0.00735,12.35,0.988,1679.29,1.0,Sunday,5,2023,20,1,None
2023-05-21,Affiliate,769.98,30799,1427,88,213984.74,0.04633,0.06167,0.54,277.908,8.75,1.0,Sunday,5,2023,20,1,None
2023-05-22,Google Search,4040.71,1975,82,2,3440.32,0.04152,0.02439,49.28,0.851,2020.36,1.0,Monday,5,2023,21,0,None
2023-05-22,Meta Ads,4816.26,9460,182,3,3028.75,0.01924,0.01648,26.46,0.629,1605.42,1.0,Monday,5,2023,21,0,None
2023-05-22,Programmatic Display,3161.79,73775,353,5,9816.67,0.00478,0.01416,8.96,3.105,632.36,1.0,Monday,5,2023,21,0,None
2023-05-22,YouTube,3341.25,15035,134,1,1939.74,0.00891,0.00746,24.93,0.581,3341.25,1.0,Monday,5,2023,21,0,None
2023-05-22,Affiliate,1863.39,74535,2585,146,122758.05,0.03468,0.05648,0.72,65.879,12.76,1.0,Monday,5,2023,21,0,None
2023-05-23,Google Search,5370.97,2625,138,5,6013.85,0.05257,0.03623,38.92,1.12,1074.19,1.0,Tuesday,5,2023,21,0,None
2023-05-23,Meta Ads,3374.39,6628,231,6,10378.67,0.03485,0.02597,14.61,3.076,562.4,1.0,Tuesday,5,2023,21,0,None
2023-05-23,Programmatic Display,2817.79,65748,523,3,6858.97,0.00795,0.00574,5.39,2.434,939.26,1.0,Tuesday,5,2023,21,0,None
2023-05-23,YouTube,2953.84,13292,170,2,4925.95,0.01279,0.01176,17.38,1.668,1476.92,1.0,Tuesday,5,2023,21,0,None
2023-05-23,Affiliate,1233.36,49334,1608,101,223759.44,0.03259,0.06281,0.77,181.422,12.21,1.0,Tuesday,5,2023,21,0,None
2023-05-24,Google Search,7605.6,3718,157,7,7265.85,0.04223,0.04459,48.44,0.955,1086.51,1.0,Wednesday,5,2023,21,0,None
2023-05-24,Meta Ads,3778.1,7421,296,5,9741.38,0.03989,0.01689,12.76,2.578,755.62,1.0,Wednesday,5,2023,21,0,None
2023-05-24,Programmatic Display,2946.13,68743,260,3,6885.97,0.00378,0.01154,11.33,2.337,982.04,1.0,Wednesday,5,2023,21,0,None
2023-05-24,YouTube,3540.78,15933,207,3,5428.28,0.01299,0.01449,17.11,1.533,1180.26,1.0,Wednesday,5,2023,21,0,None
2023-05-24,Affiliate,1754.5,70179,2396,148,261884.19,0.03414,0.06177,0.73,149.264,11.85,1.0,Wednesday,5,2023,21,0,None
2023-05-25,Google Search,5131.99,2508,126,6,10587.39,0.05024,0.04762,40.73,2.063,855.33,1.0,Thursday,5,2023,21,0,None
2023-05-25,Meta Ads,5220.58,10254,310,7,7184.87,0.03023,0.02258,16.84,1.376,745.8,1.0,Thursday,5,2023,21,0,None
2023-05-25,Programmatic Display,2750.91,64187,285,1,1643.61,0.00444,0.00351,9.65,0.597,2750.91,1.0,Thursday,5,2023,21,0,None
2023-05-25,YouTube,1918.58,8633,71,1,2400.51,0.00822,0.01408,27.02,1.251,1918.58,1.0,Thursday,5,2023,21,0,None
2023-05-25,Affiliate,1205.4,48215,1760,99,166947.75,0.0365,0.05625,0.68,138.5,12.18,1.0,Thursday,5,2023,21,0,None
2023-05-26,Google Search,7562.84,3697,151,8,14248.79,0.04084,0.05298,50.09,1.884,945.36,1.0,Friday,5,2023,21,0,None
2023-05-26,Meta Ads,6027.35,11839,399,13,23043.92,0.0337,0.03258,15.11,3.823,463.64,1.0,Friday,5,2023,21,0,None
2023-05-26,Programmatic Display,2407.82,56182,224,1,1320.91,0.00399,0.00446,10.75,0.549,2407.82,1.0,Friday,5,2023,21,0,None
2023-05-26,YouTube,2407.19,10832,97,1,1092.11,0.00895,0.01031,24.82,0.454,2407.19,1.0,Friday,5,2023,21,0,None
2023-05-26,Affiliate,1942.63,77705,2214,124,270341.38,0.02849,0.05601,0.88,139.162,15.67,1.0,Friday,5,2023,21,0,None
2023-05-27,Google Search,3374.7,1649,127,3,3184.3,0.07702,0.02362,26.57,0.944,1124.9,1.0,Saturday,5,2023,21,1,None
2023-05-27,Meta Ads,4674.61,9182,267,7,13680.89,0.02908,0.02622,17.51,2.927,667.8,1.0,Saturday,5,2023,21,1,None
2023-05-27,Programmatic Display,3111.38,72598,301,4,4942.1,0.00415,0.01329,10.34,1.588,777.84,1.0,Saturday,5,2023,21,1,None
2023-05-27,YouTube,1486.66,6689,122,2,3894.64,0.01824,0.01639,12.19,2.62,743.33,1.0,Saturday,5,2023,21,1,None
2023-05-27,Affiliate,1101.66,44066,1424,68,167290.45,0.03232,0.04775,0.77,151.853,16.2,1.0,Saturday,5,2023,21,1,None
2023-05-28,Google Search,4788.73,2341,122,6,12611.76,0.05211,0.04918,39.25,2.634,798.12,1.0,Sunday,5,2023,21,1,None
2023-05-28,Meta Ads,3535.55,6944,220,6,10665.62,0.03168,0.02727,16.07,3.017,589.26,1.0,Sunday,5,2023,21,1,None
2023-05-28,Programmatic Display,1724.77,40244,183,1,1896.87,0.00455,0.00546,9.42,1.1,1724.77,1.0,Sunday,5,2023,21,1,None
2023-05-28,YouTube,2040.82,9183,95,2,4691.46,0.01035,0.02105,21.48,2.299,1020.41,1.0,Sunday,5,2023,21,1,None
2023-05-28,Affiliate,1011.55,40461,1898,140,155509.59,0.04691,0.07376,0.53,153.734,7.23,1.0,Sunday,5,2023,21,1,None
2023-05-29,Google Search,7235.08,3537,210,6,7335.11,0.05937,0.02857,34.45,1.014,1205.85,1.0,Monday,5,2023,22,0,None
2023-05-29,Meta Ads,3722.28,7311,269,5,11298.93,0.03679,0.01859,13.84,3.035,744.46,1.0,Monday,5,2023,22,0,None
2023-05-29,Programmatic Display,3609.53,84222,650,7,9546.24,0.00772,0.01077,5.55,2.645,515.65,1.0,Monday,5,2023,22,0,None
2023-05-29,YouTube,2554.08,11493,162,1,1330.51,0.0141,0.00617,15.77,0.521,2554.08,1.0,Monday,5,2023,22,0,None
2023-05-29,Affiliate,2189.39,87575,3726,270,650099.11,0.04255,0.07246,0.59,296.931,8.11,1.0,Monday,5,2023,22,0,None
2023-05-30,Google Search,5341.13,2611,118,6,12368.17,0.04519,0.05085,45.26,2.316,890.19,1.0,Tuesday,5,2023,22,0,None
2023-05-30,Meta Ads,5172.43,10160,166,4,6433.23,0.01634,0.0241,31.16,1.244,1293.11,1.0,Tuesday,5,2023,22,0,None
2023-05-30,Programmatic Display,3630.26,84706,325,4,6932.59,0.00384,0.01231,11.17,1.91,907.56,1.0,Tuesday,5,2023,22,0,None
2023-05-30,YouTube,1886.95,8491,114,2,4420.51,0.01343,0.01754,16.55,2.343,943.47,1.0,Tuesday,5,2023,22,0,None
2023-05-30,Affiliate,2250.53,90021,4065,271,537919.03,0.04516,0.06667,0.55,239.019,8.3,1.0,Tuesday,5,2023,22,0,None
2023-05-31,Google Search,5550.45,2713,152,8,7041.88,0.05603,0.05263,36.52,1.269,693.81,1.0,Wednesday,5,2023,22,0,None
2023-05-31,Meta Ads,6063.2,11909,366,7,8560.62,0.03073,0.01913,16.57,1.412,866.17,1.0,Wednesday,5,2023,22,0,None
2023-05-31,Programmatic Display,4077.65,95145,351,1,1725.24,0.00369,0.00285,11.62,0.423,4077.65,1.0,Wednesday,5,2023,22,0,None
2023-05-31,YouTube,3325.63,14965,183,2,3369.85,0.01223,0.01093,18.17,1.013,1662.82,1.0,Wednesday,5,2023,22,0,None
2023-05-31,Affiliate,1662.26,66490,1605,127,155569.15,0.02414,0.07913,1.04,93.589,13.09,1.0,Wednesday,5,2023,22,0,None
2023-06-01,Google Search,4202.11,2054,131,5,7588.63,0.06378,0.03817,32.08,1.806,840.42,0.93,Thursday,6,2023,22,0,None
2023-06-01,Meta Ads,5107.38,10032,255,6,7417.8,0.02542,0.02353,20.03,1.452,851.23,0.93,Thursday,6,2023,22,0,None
2023-06-01,Programmatic Display,3179.94,74198,341,3,7478.25,0.0046,0.0088,9.33,2.352,1059.98,0.93,Thursday,6,2023,22,0,None
2023-06-01,YouTube,2179.42,9807,102,1,1173.38,0.0104,0.0098,21.37,0.538,2179.42,0.93,Thursday,6,2023,22,0,None
2023-06-01,Affiliate,959.15,38365,1738,121,131319.46,0.0453,0.06962,0.55,136.913,7.93,0.93,Thursday,6,2023,22,0,None
2023-06-02,Google Search,4198.89,2052,117,3,5013.2,0.05702,0.02564,35.89,1.194,1399.63,0.93,Friday,6,2023,22,0,None
2023-06-02,Meta Ads,3708.98,7285,222,6,5928.16,0.03047,0.02703,16.71,1.598,618.16,0.93,Friday,6,2023,22,0,None
2023-06-02,Programmatic Display,1915.94,44705,210,1,1948.5,0.0047,0.00476,9.12,1.017,1915.94,0.93,Friday,6,2023,22,0,None
2023-06-02,YouTube,2288.41,10297,189,1,2122.68,0.01835,0.00529,12.11,0.928,2288.41,0.93,Friday,6,2023,22,0,None
2023-06-02,Affiliate,1571.92,62876,2680,133,228131.1,0.04262,0.04963,0.59,145.129,11.82,0.93,Friday,6,2023,22,0,None
2023-06-03,Google Search,5866.04,2867,125,6,8324.91,0.0436,0.048,46.93,1.419,977.67,0.93,Saturday,6,2023,22,1,None
2023-06-03,Meta Ads,2035.68,3998,93,2,1602.03,0.02326,0.02151,21.89,0.787,1017.84,0.93,Saturday,6,2023,22,1,None
2023-06-03,Programmatic Display,1848.32,43127,179,1,1118.11,0.00415,0.00559,10.33,0.605,1848.32,0.93,Saturday,6,2023,22,1,None
2023-06-03,YouTube,1831.68,8242,152,3,4914.08,0.01844,0.01974,12.05,2.683,610.56,0.93,Saturday,6,2023,22,1,None
2023-06-03,Affiliate,994.37,39774,1933,81,105786.44,0.0486,0.0419,0.51,106.385,12.28,0.93,Saturday,6,2023,22,1,None
2023-06-04,Google Search,3224.58,1576,70,3,3031.61,0.04442,0.04286,46.07,0.94,1074.86,0.93,Sunday,6,2023,22,1,None
2023-06-04,Meta Ads,2039.27,4005,79,2,3451.74,0.01973,0.02532,25.81,1.693,1019.64,0.93,Sunday,6,2023,22,1,None
2023-06-04,Programmatic Display,1389.13,32413,99,1,2108.05,0.00305,0.0101,14.03,1.518,1389.13,0.93,Sunday,6,2023,22,1,None
2023-06-04,YouTube,2217.77,9979,177,4,4554.69,0.01774,0.0226,12.53,2.054,554.44,0.93,Sunday,6,2023,22,1,None
2023-06-04,Affiliate,888.94,35557,1292,59,116532.04,0.03634,0.04567,0.69,131.091,15.07,0.93,Sunday,6,2023,22,1,None
2023-06-05,Google Search,4025.68,1968,118,6,12342.59,0.05996,0.05085,34.12,3.066,670.95,0.93,Monday,6,2023,23,0,None
2023-06-05,Meta Ads,4628.55,9091,222,5,4338.4,0.02442,0.02252,20.85,0.937,925.71,0.93,Monday,6,2023,23,0,None
2023-06-05,Programmatic Display,2227.96,51985,403,3,2619.81,0.00775,0.00744,5.53,1.176,742.65,0.93,Monday,6,2023,23,0,None
2023-06-05,YouTube,1776.27,7993,137,1,2468.14,0.01714,0.0073,12.97,1.39,1776.27,0.93,Monday,6,2023,23,0,None
2023-06-05,Affiliate,1452.55,58101,1759,114,128412.72,0.03027,0.06481,0.83,88.405,12.74,0.93,Monday,6,2023,23,0,None
2023-06-06,Google Search,4322.67,2113,90,3,3999.89,0.04259,0.03333,48.03,0.925,1440.89,0.93,Tuesday,6,2023,23,0,None
2023-06-06,Meta Ads,4760.09,9350,174,4,8737.81,0.01861,0.02299,27.36,1.836,1190.02,0.93,Tuesday,6,2023,23,0,None
2023-06-06,Programmatic Display,2535.0,59150,266,3,5464.82,0.0045,0.01128,9.53,2.156,845.0,0.93,Tuesday,6,2023,23,0,None
2023-06-06,YouTube,2644.36,11899,212,2,3194.74,0.01782,0.00943,12.47,1.208,1322.18,0.93,Tuesday,6,2023,23,0,None
2023-06-06,Affiliate,2013.74,80549,1672,113,151123.06,0.02076,0.06758,1.2,75.046,17.82,0.93,Tuesday,6,2023,23,0,None
2023-06-07,Google Search,4084.66,1996,99,4,3747.95,0.0496,0.0404,41.26,0.918,1021.17,0.93,Wednesday,6,2023,23,0,None
2023-06-07,Meta Ads,3114.78,6118,92,2,2019.04,0.01504,0.02174,33.86,0.648,1557.39,0.93,Wednesday,6,2023,23,0,None
2023-06-07,Programmatic Display,2400.17,56004,213,3,3449.55,0.0038,0.01408,11.27,1.437,800.06,0.93,Wednesday,6,2023,23,0,None
2023-06-07,YouTube,2913.5,13110,188,2,2165.18,0.01434,0.01064,15.5,0.743,1456.75,0.93,Wednesday,6,2023,23,0,None
2023-06-07,Affiliate,2221.95,88878,2769,194,266943.98,0.03116,0.07006,0.8,120.139,11.45,0.93,Wednesday,6,2023,23,0,None
2023-06-08,Google Search,7486.1,3659,153,5,7952.81,0.04181,0.03268,48.93,1.062,1497.22,0.93,Thursday,6,2023,23,0,None
2023-06-08,Meta Ads,3681.63,7231,274,6,8289.75,0.03789,0.0219,13.44,2.252,613.61,0.93,Thursday,6,2023,23,0,None
2023-06-08,Programmatic Display,3543.43,82680,624,6,12574.18,0.00755,0.00962,5.68,3.549,590.57,0.93,Thursday,6,2023,23,0,None
2023-06-08,YouTube,2483.76,11176,147,3,4252.6,0.01315,0.02041,16.9,1.712,827.92,0.93,Thursday,6,2023,23,0,None
2023-06-08,Affiliate,2053.8,82152,3627,267,392914.71,0.04415,0.07361,0.57,191.311,7.69,0.93,Thursday,6,2023,23,0,None
2023-06-09,Google Search,4022.43,1966,131,5,10366.19,0.06663,0.03817,30.71,2.577,804.49,0.93,Friday,6,2023,23,0,None
2023-06-09,Meta Ads,3571.04,7014,200,3,3888.75,0.02851,0.015,17.86,1.089,1190.35,0.93,Friday,6,2023,23,0,None
2023-06-09,Programmatic Display,3331.76,77740,317,4,8062.85,0.00408,0.01262,10.51,2.42,832.94,0.93,Friday,6,2023,23,0,None
2023-06-09,YouTube,3034.9,13657,195,4,4914.78,0.01428,0.02051,15.56,1.619,758.72,0.93,Friday,6,2023,23,0,None
2023-06-09,Affiliate,1352.17,54086,1415,56,48538.03,0.02616,0.03958,0.96,35.896,24.15,0.93,Friday,6,2023,23,0,None
2023-06-10,Google Search,5953.2,2910,180,6,12226.79,0.06186,0.03333,33.07,2.054,992.2,0.93,Saturday,6,2023,23,1,None
2023-06-10,Meta Ads,3275.7,6434,220,7,12425.4,0.03419,0.03182,14.89,3.793,467.96,0.93,Saturday,6,2023,23,1,None
2023-06-10,Programmatic Display,1890.85,44119,158,1,2186.77,0.00358,0.00633,11.97,1.157,1890.85,0.93,Saturday,6,2023,23,1,None
2023-06-10,YouTube,1973.89,8882,121,2,2756.01,0.01362,0.01653,16.31,1.396,986.95,0.93,Saturday,6,2023,23,1,None
2023-06-10,Affiliate,1679.77,67190,1710,97,104890.91,0.02545,0.05673,0.98,62.444,17.32,0.93,Saturday,6,2023,23,1,None
2023-06-11,Google Search,4411.94,2156,141,5,5799.84,0.0654,0.03546,31.29,1.315,882.39,0.93,Sunday,6,2023,23,1,None
2023-06-11,Meta Ads,2098.13,4121,130,3,7260.91,0.03155,0.02308,16.14,3.461,699.38,0.93,Sunday,6,2023,23,1,None
2023-06-11,Programmatic Display,2028.41,47329,266,2,1779.61,0.00562,0.00752,7.63,0.877,1014.2,0.93,Sunday,6,2023,23,1,None
2023-06-11,YouTube,1886.59,8489,125,2,2165.27,0.01472,0.016,15.09,1.148,943.29,0.93,Sunday,6,2023,23,1,None
2023-06-11,Affiliate,985.8,39432,1935,133,315000.71,0.04907,0.06873,0.51,319.537,7.41,0.93,Sunday,6,2023,23,1,None
2023-06-12,Google Search,6137.69,3000,194,9,14693.72,0.06467,0.04639,31.64,2.394,681.97,0.93,Monday,6,2023,24,0,None
2023-06-12,Meta Ads,4345.89,8536,238,4,8675.19,0.02788,0.01681,18.26,1.996,1086.47,0.93,Monday,6,2023,24,0,None
2023-06-12,Programmatic Display,2191.55,51136,265,2,3497.78,0.00518,0.00755,8.27,1.596,1095.78,0.93,Monday,6,2023,24,0,None
2023-06-12,YouTube,1956.16,8802,167,2,2714.81,0.01897,0.01198,11.71,1.388,978.08,0.93,Monday,6,2023,24,0,None
2023-06-12,Affiliate,1955.39,78215,3724,150,260967.79,0.04761,0.04028,0.53,133.461,13.04,0.93,Monday,6,2023,24,0,None
2023-06-13,Google Search,6298.46,3079,133,7,11764.32,0.0432,0.05263,47.36,1.868,899.78,0.93,Tuesday,6,2023,24,0,None
2023-06-13,Meta Ads,4481.07,8802,148,2,4447.41,0.01681,0.01351,30.28,0.992,2240.53,0.93,Tuesday,6,2023,24,0,None
2023-06-13,Programmatic Display,2122.08,49515,273,3,2715.93,0.00551,0.01099,7.77,1.28,707.36,0.93,Tuesday,6,2023,24,0,None
2023-06-13,YouTube,2613.16,11759,153,1,1563.43,0.01301,0.00654,17.08,0.598,2613.16,0.93,Tuesday,6,2023,24,0,None
2023-06-13,Affiliate,1717.32,68692,2058,108,105976.1,0.02996,0.05248,0.83,61.71,15.9,0.93,Tuesday,6,2023,24,0,None
2023-06-14,Google Search,5139.76,2512,197,11,20034.81,0.07842,0.05584,26.09,3.898,467.25,0.93,Wednesday,6,2023,24,0,None
2023-06-14,Meta Ads,4667.92,9169,282,6,9716.58,0.03076,0.02128,16.55,2.082,777.99,0.93,Wednesday,6,2023,24,0,None
2023-06-14,Programmatic Display,3111.94,72612,238,2,4703.52,0.00328,0.0084,13.08,1.511,1555.97,0.93,Wednesday,6,2023,24,0,None
2023-06-14,YouTube,2384.17,10728,117,1,2248.48,0.01091,0.00855,20.38,0.943,2384.17,0.93,Wednesday,6,2023,24,0,None
2023-06-14,Affiliate,317.06,12682,39,2,1871.03,0.00308,0.05128,8.13,5.901,158.53,0.93,Wednesday,6,2023,24,0,Budget Crash
2023-06-15,Google Search,6272.02,3066,193,6,10733.56,0.06295,0.03109,32.5,1.711,1045.34,0.93,Thursday,6,2023,24,0,None
2023-06-15,Meta Ads,5165.15,10145,380,10,10231.9,0.03746,0.02632,13.59,1.981,516.51,0.93,Thursday,6,2023,24,0,None
2023-06-15,Programmatic Display,2407.16,56167,423,5,9749.39,0.00753,0.01182,5.69,4.05,481.43,0.93,Thursday,6,2023,24,0,None
2023-06-15,YouTube,2010.71,9048,96,1,868.57,0.01061,0.01042,20.94,0.432,2010.71,0.93,Thursday,6,2023,24,0,None
2023-06-15,Affiliate,1336.2,53448,1306,103,119012.95,0.02443,0.07887,1.02,89.068,12.97,0.93,Thursday,6,2023,24,0,None
2023-06-16,Google Search,4338.14,2120,132,4,3434.13,0.06226,0.0303,32.86,0.792,1084.53,0.93,Friday,6,2023,24,0,None
2023-06-16,Meta Ads,3893.03,7647,283,4,6860.87,0.03701,0.01413,13.76,1.762,973.26,0.93,Friday,6,2023,24,0,None
2023-06-16,Programmatic Display,3761.37,87765,673,8,19202.15,0.00767,0.01189,5.59,5.105,470.17,0.93,Friday,6,2023,24,0,None
2023-06-16,YouTube,2602.11,11709,225,3,4094.08,0.01922,0.01333,11.56,1.573,867.37,0.93,Friday,6,2023,24,0,None
2023-06-16,Affiliate,1964.43,78577,1721,95,121666.62,0.0219,0.0552,1.14,61.935,20.68,0.93,Friday,6,2023,24,0,None
2023-06-17,Google Search,3673.47,1795,117,6,14761.5,0.06518,0.05128,31.4,4.018,612.24,0.93,Saturday,6,2023,24,1,None
2023-06-17,Meta Ads,2952.97,5800,113,3,3515.74,0.01948,0.02655,26.13,1.191,984.32,0.93,Saturday,6,2023,24,1,None
2023-06-17,Programmatic Display,2054.59,47940,238,2,3111.55,0.00496,0.0084,8.63,1.514,1027.29,0.93,Saturday,6,2023,24,1,None
2023-06-17,YouTube,2138.86,9624,117,1,897.57,0.01216,0.00855,18.28,0.42,2138.86,0.93,Saturday,6,2023,24,1,None
2023-06-17,Affiliate,1231.57,49262,1209,77,148614.36,0.02454,0.06369,1.02,120.671,15.99,0.93,Saturday,6,2023,24,1,None
2023-06-18,Google Search,3560.08,1740,70,3,5772.85,0.04023,0.04286,50.86,1.622,1186.69,0.93,Sunday,6,2023,24,1,None
2023-06-18,Meta Ads,2195.94,4313,170,3,4959.92,0.03942,0.01765,12.92,2.259,731.98,0.93,Sunday,6,2023,24,1,None
2023-06-18,Programmatic Display,2563.68,59819,437,4,6430.74,0.00731,0.00915,5.87,2.508,640.92,0.93,Sunday,6,2023,24,1,None
2023-06-18,YouTube,1600.31,7201,117,1,2267.03,0.01625,0.00855,13.68,1.417,1600.31,0.93,Sunday,6,2023,24,1,None
2023-06-18,Affiliate,1125.09,45003,2085,100,220498.98,0.04633,0.04796,0.54,195.983,11.25,0.93,Sunday,6,2023,24,1,None
2023-06-19,Google Search,5578.2,2727,215,9,11650.42,0.07884,0.04186,25.95,2.089,619.8,0.93,Monday,6,2023,25,0,None
2023-06-19,Meta Ads,4010.93,7878,143,2,4252.16,0.01815,0.01399,28.05,1.06,2005.47,0.93,Monday,6,2023,25,0,None
2023-06-19,Programmatic Display,2845.87,66403,254,2,4795.74,0.00383,0.00787,11.2,1.685,1422.93,0.93,Monday,6,2023,25,0,None
2023-06-19,YouTube,2032.09,9144,170,2,4012.88,0.01859,0.01176,11.95,1.975,1016.04,0.93,Monday,6,2023,25,0,None
2023-06-19,Affiliate,2337.62,93504,2141,147,188028.07,0.0229,0.06866,1.09,80.436,15.9,0.93,Monday,6,2023,25,0,None
2023-06-20,Google Search,4300.14,2102,135,5,4230.41,0.06422,0.03704,31.85,0.984,860.03,0.93,Tuesday,6,2023,25,0,None
